name,review,time,rating,language,post_time,month,year,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,length
Richard Buro,"The short version first . . . Most books about the cities, towns, and villages of a European country are factual, informative, and provide some guidance to the new traveler about services, amenities, and attractions for most cities, towns, and villages of a country you plan to visit. This book is less factual and more fanciful; however, it has its merits as well. This work is entitled Invisible Cities by Italo Calvino with translations provided translator/author William Weaver.Invisible Cities is written as a series of vignettes relating conversations between Marco Polol and Kublai Khan. They are discussing the various towns, villages, and larger population concentrations in the larger cities of the mid- to late 16th Century in many areas supposedly located in Southern and Eastern Europe. In the relatively short treatise, dozens of towns are mentioned with a description of the good features and those not quite so appealing. Invisible Cities is, for the most part, a review of the characteristics of each location with no more than 3 pages devoted to most, if not all, of the towns mentioned. While the work is not quite a perfect travelouge, it does provide the reader with some interesting insights into the basically rough-and-tumble aspects of all of the hamlets, villages, towns, and cities noted. It reminds one of a Rand McNally Travelouge, or a similar treatise with quick descriptions, vignettes, and unusual aspects of each location noted.Invisible Cities was a 1976 best for the Nebula Award for best novel. It was also one of finalists in 1975 for excellence in translation. These acknowledgements from the sci/fi - fantasy community indicates that the work has superior quality in both writing and translation, and while it did not win, its two nominations are highly enough ranked to warrant due consideration to the time it takes to read a book of this length. When even a slower reader like me, can breeze through it in an after in the winter in Central Texas, it can't be too shabby, not at all!This was a book nominated as a monthly read in the Goodreads All About Books reading group. It was a good read and it matched up nicely with my understanding of the conversations between Kublai Khan and Marco Polo, fanciful though they may be. Still, they appear to be somewhat plausible, and it made for a nice read.Recommendations:This is a 4 out of 5 stars for me. I found a handful of minor errors sprinkled throughout, some words misspelled, and a couple of words that did not sound right in context, but it was hard to nail them down to specifics -- in one read through, they sounded correct; but. in the second. third and fourth reviews, something that I could not pin down completely just didn't sound right. Regardless, it is light fanciful, and worth an afternoon spent with a good book, especially if you are waiting for information that your are hoping goes a certain way. It did keep my mind busy.I would consider this book fine for use with upper middle- and certainly high school and beyond grade levels for you school librarians or teachers out there.",2019-01-25 13:49:26,5,en,2019-01-25 13:49:26,1,2019,0.00059,0.00012,0.00019,0.00012,0.00017,0.00014,526
Tiffany,"""Arriving at each new city, the traveler finds again a past of his that he did not know he had: the foreignness of what you no longer are or no longer possess lies in wait for you in foreign, unpossessed places."" ""This said, it is pointless trying to decide whether Zenobia is to be classified among happy cities or among the unhappy. It makes no sense to divide cities into these two species, but rather into another two: those that through the years and the changes continue to give their form to desires, and those in which desires either erase the city or are erased by it."" ""With cities, it is as with dreams: everything imaginable can be dreamed, but even the most unexpected dream is a rebus that conceals a desire or, it's reverse, a fear. Cities, like dreams are made of desires and fears, even if the thread of their discourse is secret, their rules are absurd, their perspectives deceitful, and everything conceals something else."" ""Memory's images, once they are fixed in words, are erased,"" Polo said. ""Perhaps I am afraid of losing Venice all at once, if I speak of it. Or perhaps, speaking of other cities, I have already lost it, little by little.""""You reach a moment in life when, among the people you have known, the dead outnumber the living. And the mind refuses to accept more faces, more expressions: on every new face you encounter, it prints the old forms, for each one it finds the most suitable mask."" ""Perhaps Adelma is the city where you arrive dying and where each finds again the people he has known. This means I too, am dead."" And I also thought: ""This means the beyond is not happy.""""For those who pass it without entering, the city is one thing; it is another for those who are trapped by it and never leave. There is the city where you arrive for the first time; and there is another city which you leave never to return. Each deserves a different name; perhaps I have already spoken of Irene under other names; perhaps I have spoken only of Irene."" ""Also in Raissa, city of sadness, there runs an invisible thread that binds one living being to another for a moment, then unravels, then is stretched again between moving points as it draws new and rapid patterns so that at every second the unhappy city contains a happy city unaware of its own existence.""""He said: 'It is all useless, if the last landing place can only be the infernal city, and it is there that, in ever-narrowing circles, the current is drawing us."" And Polo said: 'The inferno of the living is not something that will be; if there is one, it is what is already here, the inferno where we live every day, that we form by being together. There are two ways to escape suffering it. The first is easy for many: accept the inferno and become such a part of it that you can no longer see it. The second is risky and demands constant vigilance and apprehension: seek and learn to recognize who and what, in the midst of the inferno, are not inferno, then make them endure, give them space.""",2020-10-03 02:07:27,3,en,2020-10-03 02:07:27,10,2020,0.00177,0.0001,0.0002,0.00013,0.00022,0.00018,544
Tom,"TL;DR - A work that strives for profundity and largely hits the mark. The book offers an extended session of pondering the position one takes moment to moment in a new space, suggesting how that space can fold in all the places you've been and all the places you've yet to beCalvino's work imagines Marco Polo in the court of Kublai Khan, acting as a guide through the far reaches of a Khanate in decay (was it always that way?). This pair serves as the throughline throughout Polo's dreamy depictions of places that are everything at once: in ruin and ascendant, ever expanding and continually contracting, rife with plague and converting lazarettos into marketplaces. Their interactions are interstices for Polo's many cities, named either for imagined places or a woman's name. The reason Polo relates all these details isn't to precisely report the state of the empire, but to provide emblems for the Khan to imagine the cities themselves. Detail and depiction are not sufficient to understand a city, as there is no amount of description that can fully contain the entirety of its subject. Instead Polo is leaning on ""the power of emblems, which, once seen, cannot be forgotten or confused."" How successful are these emblems? It varies over the course of the work. Calvino does a wonderful job at times with turns of phrase that provoke thoughtful tangents. These punctuate evocative stories of cities, the imagined lives that could be had as an inhabitant, and the reality of only ever lingering a moment. Although these ponderings are always held at a distance, since the conveyance of these tales fully embraces the position of the visitor (the very first tale did a great job in establishing this premise). The emblematic moments of cities can come from their layouts, their twinning (the work is littered with pair after pair), their populace, what they contain, what they don't contain. These are very short depictions, so the heavy lifting comes from tidy turns that make most cities reductive to a few key thoughts.This is my type of book in that it leans into ridiculously precise words for certain descriptions (shout-outs to odalisque, filigree, and the aforementioned lazaretto), has lovely little moments that figuratively knock out the knees and enable contemplation of something that strikes my brain as essential, and (nearly) doesn't overstay its welcome. It does, however, run on a bit towards the end and gets a touch obsessed with the fluidity of space/time or some tedious paired opposite (the smoke-filled interstice with Khan and Polo sticks out; there's actually a rerun for a city of the dead and living but the twist is there's one for the yet-to-be as well, wow!!). If you do decide to pick up the book, I'd recommend doing only a Khan/Polo scene and chapter a day. It'll give the stories a little more room to breath and (I think) will alleviate the tedium of the last few chapters.",2018-08-24 08:55:15,4,en,2018-08-24 08:55:15,8,2018,0.00091,0.00011,0.00019,0.00012,0.00018,0.00015,492
Jeff,"Invisible Cities is my introduction to Calvino outside an abortive reading of If on a winter's night a traveler, and more familiarity with his other writings could have made his goals in this book clearer and helped it read less like a very well executed creative writing assignment that never congeals into anything greater.Organized around a fictional dialogue between the explorer Marco Polo and the emperor Kublai Khan, the majority of the book is a collection of 50+ short (half a page to several pages long) descriptions of fictional, often metaphorical cities. Some of them are fantastic, such as a city built upon ropes, chains, and catwalks strung across a chasm, where ""the life of Octavia's inhabitants is less uncertain than in other cities. They know the net will last only so long."" For anyone who enjoys imagining a fictional setting, these highlights make the book worthwhile.Describing the city of Laudomia and its double, the city's graveyard, Calvino hits upon parallels: ""The streets of the Laudomia of the dead are just wide enough to allow the gravedigger's cart to pass, and many windowless buildings look out on them; but the pattern of the streets and the arrangement of the dwellings repeat those of the living Laudomia, and in both, families are more and more crowded together, in compartments crammed one above the other.""This is the kind of comparison you can make when you're being imaginatively and self-consciously philosophical - interesting to ponder, fun to talk about, but surface deep. Many of Calvino's other stories hit upon similar profundity, like the city of Trude that says: airports, they're all kind of the same, aren't they?The orientalism of the framing device is a little off-putting, but Calvino may have been trying to do something different by having the western explorer spin tales to the eastern emperor. Regardless, it isn't overbearing. The fact that each of the cities bears a woman's name is offputting, but usually overshadowed by the entertaining prose and Calvino's descriptive abilities.Wikipedia describes a structure to the layout of the thematically grouped city descriptions, but knowing it didn't add to my understanding or appreciation of the book. Calvino also clearly has an interest in semiotics, which I don't share but could have at least made the point of the book clearer (but maybe my concern with meta-textual justifications is in conflict with anyone deeply in love with semiotics and literature).The best and worst thing I can say about Italo Calvino's Invisible Cities is that it reads like second-rate Jorge Luis Borges. The creativity with (mis)categorization, metaphor, resemblance, and similitude are all there, but not the pathos and wit.",2019-09-28 13:48:37,3,en,2019-09-28 13:48:37,9,2019,0.00086,0.00011,0.00019,0.00012,0.00018,0.00015,438
Carmen,"This is a fictional story of Marco Polo telling Kublai Khan of all the cities he's seen traveling around the empire. All the cities are made up and their descriptions are odd, imaginative, and dreamlike. It covers themes such as the cycle of birth and death, reflections and dualities, identities, and traveling. The writing style is flowy and poetic, and reminds me of Kundera and Kafka.Favorite quotes:""With cities, it is as with dreams: everything imaginable can be dreamed, but even the most unexpected dream is a rebus that conceals a desire or, its reverse, a fear. Cities, like dreams, are made of desires and fears, even if the thread of their discourse is secret, their rules are absurd, their perspectives deceitful, and everything conceals everything else.""""You take delight not in a city's seven or seventy wonders, but in the answer it gives to a question of yours.""""Contemplating these essential landscapes, Kublai reflected on the invisible order that sustains cities, on the rules that decreed how they rise, take shape and prosper, adapting themselves to the seasons, and then how they sadden and fall in ruins. At times he thought he was on the verge of discovering a coherent, harmonious system underlying the infinite deformities and discords, but no model could stand up to the comparison with the game of chess. Perhaps, instead of racking one's brain to suggest with the ivory pieces' scant help visions which were anyway destined to oblivion, it would suffice to play a game according to the rules, and to consider each successive state of the board as one of the countless forms that the system of forms assembles and destroys.""""It also happens that, if you move along Marozia's compact walls, when you least expect it, you see a crack open and a different city appear. Then, an instant later, it has already vanished. Perhaps everything lies in knowing what words to speak, what actions to perform, and in what order and rhythm; or else someone's gaze, answer, gesture is enough; it is enough for someone to do something for the sheer pleasure of doing it, and for his pleasure to become the pleasure of others: at that moment, all spaces change, all heights, distances; the city is transfigured, becomes crystalline, transparent as a dragonfly. But everything must happen as if by chance, without attaching too much importance to it, without insisting that you are performing a decisive operation, remembering clearly that any moment the old Marozia will return and solder its ceiling of stone, cobwebs, and mold over all heads.""""[I]t is pointless trying to decide whether Zenobia is to be classified among happy cities or among the unhappy. It makes no sense to divide cities into these two species, but rather into another two: those that through the years and the changes continue to give their form to desires, and those in which desires either erase the city or are erased by it.""",2022-10-27 07:20:33,4,en,2022-10-27 07:20:33,10,2022,0.00114,0.00011,0.00018,0.00012,0.00019,0.00016,488
Neal,"A book so real and fantastical, one would hesitate to define precisely where the boundary lies.(1) “Falsehood is never in words; it is in things.”(2) “Marco Polo describes a bridge, stone by stone.‘But which is the stone that supports the bridge?’ Kublai Khan asks.‘The bridge is not supported by one stone or another,’ Marco answers, ‘but by the line of the arch that they form.’Kublai Khan remains silent, reflecting. Then he adds: ‘Why do you speak of the stones? It is only the arch that matters to me.’Polo answers: ‘Without stones there is no arch.”(3) “Either they must admit that all their calculations were wrong and their figures are unable to describe the heavens, or else they must reveal that the order of the gods is reflected exactly in the city of monsters.”(4) “Desires are already memories.”(5) “The city does not consist of this, but of relationships between the measurements of its space and the events of its past”(6) “your labour which gives form to desire takes from desire its form, and you believe you are enjoying Anastasia wholly when you are only its slave.”(7) “in every skyscraper there is someone going mad”(8) “The city is redundant: it repeats itself so that something will stick in the mind.”(9) “Arriving at each new city, the traveller finds again a past of his that he did not know he had: the foreignness of what you no longer are or no longer possess lies in wait for you in foreign, unpossessed places.”(10) “Signs form a language, but not the one you think you know.”(11) “At times the mirror increases a thing’s value, at times denies it. Not everything that seems valuable above the mirror maintains its force when mirrored.”(12) “This is the aim of my explorations: examining the traces of happiness still to be glimpsed, I gauge its short supply. If you want to know how much darkness there is around you, you must sharpen your eyes, peering at the faint lights in the distance.”(13) “This is the aim of my explorations: examining the traces of happiness still to be glimpsed, I gauge its short supply. If you want to know how much darkness there is around you, you must sharpen your eyes, peering at the faint lights in the distance.”(14) “You reach a moment in life when, among the people you have known, the dead outnumber the living. And the mind refuses to accept more faces, more expressions: on every new face you encounter, it prints the old forms, for each one it finds the most suitable mask.”(15) “So you begin to wonder if Leonia’s true passion is really, as they say, the enjoyment of new and different things, and not, instead the joy of expelling, discarding, cleansing itself of a recurrent impurity.”(16) “It is not the voice that commands the story: it is the ear.”",2020-11-23 12:00:47,5,en,2020-11-23 12:00:47,11,2020,0.00387,0.0001,0.00027,0.00015,0.00029,0.00022,474
Dave Walsh,"This is one of those books that's hard to summarize.There's not much meat on the bones when it comes to story or characters. There's not much that changes or really pulls you in. For some readers, the idea of reading a page or two description of a strange, remote city will be enough to stoke their imaginations. The book is Kublai Khan and Marco Polo in a conversation. Khan has tasked Polo with visiting his empire and reporting back his findings, even though he has an atlas with each city meticulously detailed via images already. Polo perhaps never leaves or goes to these places, instead tells tales of far away lands that may or may not exist. A good number of them have women's names. That's it. There's no conflict, very little dialogue and only really the two characters. While short, this book took me a while to read. The first 50 or so pages flew by, then the rest crawled by. In a way, it reminded me of the first time I read Moby-Dick in college. That whole middle section about the whale? I skimmed and skipped my way through it to finish the book in time, knowing full well it had its purpose. For a lot of this book I found myself skimming, knowing I could always return to it later and perhaps will take more away from it when I'm in a mood to read meticulous descriptions of strange details.Not to say the descriptions aren't great. A particular favorite of mine was the city suspended by a net, everything strung up and hanging, knowing eventually the net would break and the city would be gone. There's a lot of artistry in this book, even if there isn't much story. There's a lot of metaphor to be gleaned from it as well. Khan, a conqueror who rules over a vast kingdom that he'll never get to see or know, to the point where Polo admits to most of his descriptions just being of his home city he misses dearly, or that he's making everything up to appease Khan. Still, Khan holds out hope. Polo is a captive who wishes to see these far off lands and can't, while Khan is a conqueror who supposedly has all of these things at his disposal but will never visit them. There are times, especially in the chapters with women's names, where it seems abundantly clear it's very much about a woman. The woman he can't penetrate deeper into the heart of and only knows the exteriors of. Gee, wonder what that's about. There's also talk about death, from cities of the dead, cities with dualities or that are broken up into two, Khan and Polo muse if they're alive or dead and there's even a chess board that has irregularities that Polo is able to explain to a curious Khan. Like I said, there's a lot to unpack in this dense little tome about the world, human nature, love and more, you just have to be in the right mood for it.",2021-01-26 02:40:59,4,en,2021-01-26 02:40:59,1,2021,0.00193,0.00011,0.00025,0.00012,0.00022,0.0002,511
Edmond,"I'm not sure if I really know what Invisible Cities even is, and I'm not quite sure Calvino would have wanted it to be defined so clearly anyway. Part fictitious travelogue part story, the book is actually quite remarkable. Having read it, I find in myself a shift in how I see the world. In our current modernity, we have been cursed, and the curse is the access to and the unbounded desire for exact, precise, and objective knowledge. Normally, this can be seen as a good thing, but in many ways, this has caused us to lose our pure subjectivity. Our experiences in the world has been filtered, mediated, through other people's collected knowledge. Instead of exploring and understanding things in our own terms, we see it through other people's lenses, understanding only through what people thought of it. What do I mean by this? I think the best example would, fittingly, be travelling. Having entered the city, one is often armed with a list of things to see and do, a list formed by others by what they think is worth seeing or doing. Instead of going around fresh-eyed, observing and interpreting the minutiae without distinction of what is important or not, we are shuttled around, by ourselves or by others, from one viewpoint to another. From the Eiffel Tower to the Louvre, we miss out on exploring the arrondissements in between. Constantly knowing where to go, we have lost the discussions with the locals, the miming, the invitations, the extremely personal history a person has with the location. Of course, with the way the world works these days, not only with the capitalist desire for high productivity having us constantly work without the ability to take extended breaks but also the consumerist desire to experience everything under the Sun (everything important, at least, where importance is assigned by others), it is difficult for many to actually experience travelling in this pure unmediated form. The book in itself is good, but not spectacular. The descriptions of some cities can be interpreted as a figurative description of reality, but some are so outlandish that they're not that interesting to read. Of course, they serve a purpose in the story, but there isn't much more than that. Some other descriptions seem like they can describe many cities you've been to, in a loose way that you've never thought of before. That exploration of someone else's subjectivity feels very satisfying. Of course, this exploration of subjectivity is quite deliberate by Calvino too — Polo's conversation with Genghis on Venice illustrates exactly that. With this in mind, I think Calvino had accomplished what he had set out to do, rounding out what I must describe as a must read for people who enjoy exploring the world and their minds alike.",2021-11-16 19:52:25,4,en,2021-11-16 19:52:25,11,2021,0.00062,0.00012,0.00019,0.00012,0.00017,0.00014,468
Joe Silber,"I first discovered Italo Calvino from his massive collection of Italian folktales (which I still haven't finished, although I have enjoyed the ones I've read). Invisible Cities is also a collection of stories, but quite different. The frame story involves explorer Marco Polo telling stories of fantastic cities he's visited to the great Kublai Khan. Each story (they are so short, they might be considered vignettes) focuses on a different fictional city, each given a woman's name. The stories do not have characters, per se; the city IS the character. In many cases, the cities are not possible; Calvino plays with philosophical and mathematical concepts and imagines, say, the city of Zora, which visitors remember every detail of by heart, or a city which perfectly maps the overhead stars, or Fedora, a city in which a museum houses models of every possible alternative version of the city that might have existed. Some of the stories are more about human nature; the story of the city of Zemrude, for instance, reflects on how visitors perceive it differently based on whether they look up, happily strolling along, or downward, with their eyes in the streets and gutter. In Melania, its citizens are caught up in endlessly repeating dialogues and roles - the braggart soldier, the foolish servant, and so on - and a visitor returning years later will find the roles still there but the players changed. Does Calvino mean you to interpret this literally or figuratively? It's hard to say. All told, there are some 55 (I think) vignettes, along with a number of intercalary sections describing the interactions between Polo and Kublai Khan. Each vignette is given a title and number, like ""Cities &amp; The Dead 2"" or ""Continuous Cities 5"" which in some way relates to the theme of the story (sometimes more clearly than others). Each theme is repeated a total of 5 times. Ultimately, this is a very literary, experimental book that reminds me of a cross between the stories of Jorge Luis Borges (mazes, infinities, etc) and a wonderful book called ""Einstein's Dreams"" by Alan Lightman that plays with notions of time and space in alternative realities. Calvino's prose is gorgeous, and I advise you not to blow through the stories too quickly. Each one is almost like a prose poem, and will not take you long to read. I suggest reading a few stories and then switching to something else for a bit, then returning. Despite the endless creativity of the stories, I found that very few of them stuck with me for long, and ultimately I didn't feel like the entire book held together completely as a unit, although I very much was glad to have read it. I suspect it rewards multiple re-readings, though.",2022-08-15 00:58:23,4,en,2022-08-15 00:58:23,8,2022,0.00086,0.00011,0.00019,0.00012,0.00018,0.00015,461
Sébastien,"“Cities, like dreams, are made of desires and fears, even if the thread of their discourse is secret, their rules are absurd, their perspectives deceitful, and everything conceals something else.”
Invisible Cities by Italian writer Italo Calvino in 1972 and translated to English by William Weaver. Set as the conversation between Kublai Khan and Marco Polo, the readers get to explore the cities through the descriptions by Polo. In boundless imagination, I visited each city and envied the Venetian explorer.In this series of stories, fifty-five fictitious cities are told in intricately exquisite proses. These cities are divided into eleven categories of five each: Cities &amp; Memory; Cities &amp; Desire; Cities &amp; Signs; Thin Cities; Trading Cities; Cities &amp; Eyes; Cities &amp; Names; Cities &amp; the Dead; Cities &amp; the Sky; Continuous Cities; Hidden Cities. Through extravagantly elaborated narrative, the reader will learn each city and its geography, climate, culture, language, its people, etc. Polo's shares his experience and blends in his opinions about the cities while he reports to the great Mongol emperor.Reading this book is a very imaginative process. Well, reading itself is a work of imagination but as I read about each city, I am sauntering around the streets or sometimes soaring across the sky of these fictional cities. The ornate storytelling enhances the imagination experience, too. However, it also challenges me cause I find it confusing at some points. That could probably be my unfamiliarity with such complex narration.I picked this book after reading a short story of Ken Liu, the Bookmaking Habits of Select Species. It was a very interesting piece and hence, inquisitively (as usual) I looked up online and found an interview with the writer. Ken Liu said he referenced Calvino's narrative in Invisible Cities to write that story. It piqued my interest. From town to town, from one sea port to another, through mountains and valley, rivers and forests, I roam around these cities.Many regard this book as an a travelogue or a travel literature. Some consider that this is Polo's homage of his beloved city, Venice and some believe it is Calvino's representation of multi-faceted New York with fifty-five fabricated cities. For me, as much as I get the travel experience, I'd like to think Calvino's wrote 55 characteristics of different women partly because the names of all fifty-five cities are women's names. I could be deviating from the author's original intention. Regardless, it is quite a mesmerising journey you can have while you locked inside your house can can't travel anywhere. Just let your imagination go wild!",2021-05-29 00:15:56,4,en,2021-05-29 00:15:56,5,2021,0.00077,0.00012,0.00018,0.00012,0.00018,0.00015,425
E. C. Koch,"This kind of thing is neither for the faint of heart nor for the uninitiated of lit. theory. What Invisible Cities reads like is successive variations of Borges’ “On Exactitude in Science,” which means that it also constantly reads like Baudrillard’s Simulacra and Simulation, only weirder. The plot, such as it is, is a book-length conversation between Marco Polo – famed explorer and infamous artificer – and Kublai Khan – Mongol emperor and resident of Coleridge’s Xanadu. Here, Polo regales Khan with descriptions of distant cities, which both Khan and the reader suspect are fabrications (which, given that this is a novel, of course, they are). And this is the meat of the book, these one- to three-page gnomic descriptions of cities that sound to my ears like muted Borges. Were it not for the strength of On a winter’s night a traveler I might have dismissed this as unnecessarily opaque, but, opaque though it is, I still sense that there’s a there there. The invisible cities being explored here are those of memory and language (which, if you’re given to a particular reading, is just language) those twin poles of the then-revelatory new philosophy of poststructuralism. The signs used to discourse only function through difference, and so the ever-changing association we make with signs likewise alters signification and memory. And just in case you think that I’m overreading this, consider: “This—some say—confirms the hypothesis that each man bears in his mind a city made only of differences, a city without figures and without form, and the individual cities fill it up;” “As time went by, words began to replace objects and gestures in Marco’s tales: first exclamations, isolated nouns, dry verbs, then phrases, ramified and leafy discourses, metaphors and tropes;” “There is no language without deceit.” Akin to how other philosophically bent novels operate (e.g., The Stranger, Anthem, Also Spoke Zarathustra) I get the feeling like the tail is wagging the dog in that the idea, rather than the story, is in control, and so the message here appears to simply be an argument about how language, though ephemeral, can nevertheless build whole worlds (cites) that feel as real as a real city (because – and here’s the tough leap required of poststructuralism – ""real"" cities are just made of language) and thus the distinction between language and object (signifier and signified) disappears, leaving us with only signifiers. I’m afraid that the audience for this book is probably limited to a certain subset of graduate students whose insecurity is compensated for by talking about how much they love this book. I did not love this book.",2021-11-08 22:40:44,3,en,2021-11-08 22:40:44,11,2021,0.00166,0.0001,0.00023,0.00011,0.00021,0.00017,437
Sienna,"Work stops at sunset. Darkness falls over the building site. The sky is filled with stars. ""There is the blueprint,"" they say.
I am a big fan of the novel as thought experiment. As a philosophy-loving undergrad I discovered Serbian writer Milorad Pavić and fell for his playful approach to form. My favorite — and one of my favorite books, period — is The Dictionary of the Khazars, which exists in two editions, male and female, distinguished only by a single crucial sentence. It's more encyclopedia than dictionary but, like both of those texts, can be read out of sequence. Pavić always struck me as incurably curious, brave and masterful and funny, willing to make mistakes so long as they're accompanied by happy accidents. His books make me think. They also make me feel.
  It is not the voice that commands the story: it is the ear.
Given my affection and respect for Pavić and fellow wor(l)d-wanderers like Borges, Calvino has been on my to-read list for years. His works rarely seem to wind up on secondhand shelves and apparently I can't be bothered to buy new versions, especially at New Zealand prices. My husband has a copy of If on a winter's night a traveler that I keep picking up at the wrong moments and abandoning. So, after more than a decade of intending to read Invisible Cities, having called four new cities home during that period, I finally downloaded the Kindle version I just knew I would love. That's the problem with expectations.I did love it, at times. Not having a physical copy feels strangely appropriate given the changeable nature of Marco Polo's Scheherazadean exchanges with Kublai Khan, the sense that any questions Calvino has written may have been uttered and answered or simply floated around in the mind of the traveler or the ruler, waiting to be wondered. Such ambiguous truth-values delight me.
  At this point Kublai Khan interrupted him or imagined interrupting him, or Marco Polo imagined himself interrupted, with a question such as: ""You advance always with your head turned back?"" or ""Is what you see always behind you?"" or rather, ""Does your journey take place only in the past?""All this so that Marco Polo could explain or imagine explaining or be imagined explaining or succeed finally in explaining to himself that what he sought was always something lying ahead, and even if it was a matter of the past it was a past that changed gradually as he advanced on his journey, because the traveler's past changes according to the route he has followed: not the immediate past, that is, to which each day that goes by adds a day, but the more remote past. Arriving at each new city, the traveler finds again a past of his that he did not know he had: the foreignness of what you no longer are or no longer possess lies in wait for you in foreign, unpossessed places.
(This reminded me of Constantine Cavafy's ""The City"": ""Always you will arrive in this city."" Actually, the whole book did.)I love thinking about how those shifting circumstances would change the asking. As usual, I love the idea of linking place and past through memory palaces. I love the notion of an unhappy city containing a happy city unaware of itself, even if it's absurd to group cities into such categories. And I love the language. Let's reach into my grab-bag of highlighted passages. Look how much Calvino can convey without language, and with it:
  Marco Polo could express himself only with gestures, leaps, cries of wonder and of horror, animal barkings or hootings, or with objects he took from his knapsacks — ostrich plumes, pea-shooters, quartzes — which he arranged in front of him like chessmen. Returning from the missions on which Kublai sent him, the ingenious foreigner improvised pantomimes that the sovereign had to interpret: one city was depicted by the leap of a fish escaping the cormorant's beak to fall into a net; another city by a naked man running through fire unscorched; a third by a skull, its teeth green with mold, clenching a round, white pearl. The Great Khan deciphered the signs, but the connection between them and the places visited remained uncertain; he never knew whether Marco wished to enact an adventure that had befallen him on his journey, an exploit of the city's founder, the prophecy of an astrologer, a rebus or a charade to indicate a name. But, obscure or obvious as it might be, everything Marco displayed had the power of emblems, which, once seen, cannot be forgotten or confused. In the Khan's mind the empire was reflected in a desert of labile and interchangeable data, like grains of sand, from which there appeared, for each city and province, the figures evoked by the Venetian's logogriphs.
Some exquisite dream-logic:
  ""With cities, it is as with dreams: everything imaginable can be dreamed, but even the most unexpected dream is a rebus that conceals a desire or, its reverse, a fear. Cities, like dreams, are made of desires and fears, even if the thread of their discourse is secret, their rules are absurd, their perspectives deceitful, and everything conceals something else.""
And a koan from Polo:
  Everything I see and do assumes meaning in a mental space where the same calm reigns as here, the same penumbra, the same silence streaked by the rustling of leaves. At the moment when I concentrate and reflect, I find myself again, always, in this garden, at this hour of the evening, in your august presence, though I continue, without a moment's pause, moving up a river green with crocodiles or counting the barrels of salted fish being lowered into the hold.
But I also found it boring, sometimes, and frustrating, and insubstantial and surprisingly unmemorable. ""There is no language without deceit"" — and ""Falsehood is never in words; it is in things."" Perhaps this is why these cities feel so slippery. They seem so alike in their shared language, echoing beauty in triplicate, looking forward into the past at false mirror images. As much as I appreciate Calvino's perceptive descriptions, his onion-peeling wordplay, they hold me at bay. Would I have connected with the book more deeply if I had read it ten years ago? Will Dictionary of the Khazars feel flat if I return to it now? Could it possibly be the same book? So much has happened since I read it.
  ""Traveling, you realize that differences are lost: each city takes to resembling all cities, places exchange their form, order, distances, a shapeless dust cloud invades the continents. Your atlas preserves the differences intact: that assortment of qualities which are like the letters in a name.""
Speaking of which, why give all the cities feminine names? Why bring gender into it? And why, as a reader, do I become so much more sensitive to the transience of a love affair with a place when the city lights turn into eyes, the forgotten city into a woman? From the start I felt uncertain, uneasy about this decision, and the ending offers no explanation or closure.
  ""Why do you linger over inessential melancholies?""
Why? Because you ask (or consider asking, or I imagine you asking) questions like this. Because they matter. Because, for some of us, they are essential.",2013-04-13 17:12:14,3,en,2013-04-13 17:12:14,4,2013,0.00146,0.00011,0.00021,0.00013,0.0002,0.00017,1223
Haris Vuk,"Low effort, bullet point takeaways below:Mind bending prose poetry that riffs on various grand themes of humanity through the lens of cities. I'm not usually a fan of overly ornate (to use a word from the book - ""rococo"") language, but it suits this prose well as a way of distinguishing place and invoking the sense of wonder one gets when visiting new places. This books is a sort of blank canvas one can paint many interpretive pictures from (this is alluded to in the book itself in a meta wink at the reader IMO). The core themes I took away from this were:-the duality of man and the resulting inextricably complicated nature of existence (""shades of gray""); there is no such thing as absolute justice or injustice, happiness or unhappiness, clean or dirty, rational or romantic. All of these elements are tightly bound together in any given moment and a pendulum swings from one to the other through time, the tempo depending on the perspective (which is also never perfect and ever changing - one of the key parts of being a human)-the ephemeral nature of all things // the insignificance of certain things which we hold of high importance // the inherent entropy of the universe and mankind and its ability to subsume all around it-given all this, the need to take a step back and breath, to appreciate beauty, wonder and happiness and embrace those parts of ourselves-part of this formula is broadening the mind's eye and understanding of self through the procurement of new perspectives. Becoming aware of the ""inferno"" of modern living-I enjoyed the riffs on suburbia and the low effort sameness that is intoxicatingly easy and comfortable to slip into for people. This, along with other things (alluded to above - entropy, greed, false idols, etc.), defines the ""inferno"" of living today. The ending of the book, after many cycles of depictions of the need for broader perspective, calls on the reader to acknowledge that awareness of the ""inferno"" is a choice and to attempt to be always be aware of this. ""The inferno of the living is not something that will be; if there is one, it is what is already here, the inferno where we live every day, that we form by being together. There are two ways to escape suffering it. The first is easy for many: accept the inferno and become such a part of it that you can no longer see it. The second is risky and demands constant vigilance and apprehension: seek and learn to recognize who and what, in the midst of inferno, are not inferno, then make them endure, give them space.""",2021-01-09 23:54:02,4,en,2021-01-09 23:54:02,1,2021,0.00145,0.0001,0.00022,0.00011,0.0002,0.00016,446
