name,review,time,rating
Aarthi Ramesh,"I wish I read it at a different time. This rating seems more context based than book based. The previous book I read (Eugene Onegin) is a novel in prose. 200 pages of disciplined poetry following the same rhythm for every stanza including the acknowledgements! After being buried in that, I could only think in a sing-song fashion. That made this book an awkward and stumbling experience where my brain tried to fit different words that rhymed rather than read the actual word written. Given the very different way this book is constructed, with each city just about 2 pages long, it was hard for me to follow this rhythm and enjoy it. Will definitely give this one another read though.",2021-07-29 02:29:35,3
Stefan Gugler,"It wasn't really what I expected and it took a moment for me to adapt. Once I understood how this book works, it was quite the Borgesian adventure. As per my review of Borges' Ficciones, it's not entirely my cup of tea, and neither is Calvinos text. But I have to say that I did enjoy the mathematical underpinnings of the narrative structure. As a scientist, you're almost a by default a stickler for structuralist elements (peaking in the Oulipo movement) so it was easily enjoyable for me. I think what set the work apart from a Georges Perec is that this magical realism esque style doesn't super enthrall me. Maybe I have to revisit but it just didn't talk to me so much, uff.",2021-08-31 03:12:33,4
Nathan,"I didn't know what I was getting myself into with this book, and after finishing it... I still don't.A weird and wonderful description of multiple 'cities' seen through the eyes of Marco and described to emperor Kublai.Whilst the prose was elegant at times, it also got rather strange and clunky and I'm not sure if I'm just too dumb for it or if it got lost in translation as looking at the reviews people seemed to prefer the original Italian version.There was also times where I got sudden Vietnam flashbacks to English class trying to decipher a deeper meaning to a text when I didn't actually have any clue what was going on.This was interesting, but I'm not sure it's my cup of tea.",2021-09-19 16:30:48,3
Ernestina Angarola,"' ...en cada segundo la ciudad infeliz contiene a una ciudad feliz que ni siquiera sabe que existe'' No tiene sentido dividir las ciudades en estas dos clases, sino en otras dos: las que a través de los años y las mutaciones siguen dando su forma a los deseos y aquellas en las que los deseos, o logran borrar la ciudad, o son borrados por ella''Hay dos maneras de no sufrir el infierno. La primera es fácil para muchos: aceptar el infierno y volverse parte de él hasta el punto de dejar de verlo. La segunda es arriesgada y exige atención y aprendizaje continuos: buscar y saber reconocer quién y qué, en medio del infierno, no es infierno, y hacer que dure, y dejarle espacio'",2021-11-22 08:53:43,3
Bob,"Don't expect that its Marco Polo and Kublai Khan having a discussion. There are too many modern references for this to take place during medieval times. Perhaps its two people who believe they are Marco Polo and Kublai Khan having a discussion one night. It was written in the early 1970's and has more of 'trippin' opium vibe than a touring vibe. Even though it's a short book, don't plan on reading it all at once. Read a few sections then set it aside as you decipher its meaning and intricacies before moving on to the next piece. I enjoyed it, but I was left knowing that I am not a sophisticated enough reader to have understood it all.",2021-11-29 11:07:21,3
Betül,"""When you have read and finished a book, if you wish that I had a very close friend who wrote it, and I could call and talk to him whenever I wanted, I think that book is really good."" I begin with a quote from The Catcher in the Rye cause I wanted to be friends with Calvino. I read his books and I really admire his intelligence, imagination and ability to observe. While reading the lines, my mind begins to build these cities. Maybe because I am an architect, I loved and was impressed by the city ideas and I wanted to visit those cities. This book is my main recommendation, especially for architecture students and those who are interested in architecture. I wish you pleasant reading in advance.",2022-01-03 19:04:24,5
Mark,"An esteemed friend of mine pointed out that I should try to read some work of Italo Calvino, sometime. Le città invisibili - translates to Invisible cities - is an amazing work of words. Calvino constructs, literally, descriptions and takes you through a maze where you end up with more questions than answers.Marco Polo is at the court of the great Kublai Khan and narrates about the cities he encounters on his explorations. But are they real? Why do they all have a female name?""Si arriva a un momento nella vita in cui tra la gente che si è conosciuta i morti sono piú dei vivi.""And if I have to be honest, this needs another re-read in the future.",2022-02-03 16:06:45,4
Vlod,"This is such a shame, because the concept is really cool and interesting, and I feel like perhaps this in the original language makes more sense (or is, at least, interesting to read.) There is no point in reading the whole of this book, as the story on page 130 is exactly the same as page 30. If you've read the first twenty pages, you've essentially read the whole thing. On top of that, at times the language is too obtuse, too obscure, and while I assume that was the point – adding this dream-like haziness, making every story melt together – I don't think it makes for good or enjoyable reading. Thoroughly disappointed with this one.",2022-02-15 04:41:03,2
Camila,"Em uma escrita muito poética, Calvino escreve um livro contado pelo viajante Marco Polo, em diálogo com o imperador Kublai Khan. O viajante vai descrevendo as cidades que fazem parte do império de Kublai e estas são classificadas de acordo com algumas categorias: as cidades delgadas, as cidades e o céu, as cidades contínuas etc. Nas descrições dessas cidades imaginárias, encontramos paralelos com as cidades reais de diversos tempos e espaços. É um livro que não precisa ser lido na ordem, embora eu o tenha feito. Não é um livro fácil, pela densidade de vocabulário e pelo lirismo, mas também não é difícil. É preciso se deixar levar pela fantasia para desfrutar melhor a obra.",2022-03-11 23:57:05,5
Rhiannon,"""At times I feel your voice is reaching me from far away, while I am prisoner of a gaudy and unlivable present, where all forms of human society have reached an extreme of their cycle and their is no imagining what new forms they may assume. And I hear, from your voice, the invisible reasons which make cities live, through which perhaps, once dead, they will come to life again"" This book wasn't so much plot as it was vibes. Marco Polo goes around traveling and describing these cities to Kublai Khan, and although not all the cities and stories are that different from each other, the atmosphere was 10/10.",2022-04-05 08:24:51,4
Willem Zanden,"A peculiar experience, not so much a piece of fiction as it is a fictionalized travelogue through cities that range from realistic to fantastical to downright absurd and impossible. Not only does Calvino create a dense description of the world's cities both of the past, the present, and the future, he also adds a clear sociological touch to his descriptions and through his fantasy cities paints a picture of human wants, needs and behavior as they are projected through the way a city is shaped or experienced. The format, with descriptions that are at best 3 pages long, does bore after a while, but the infinite imagination that is displayed never dissapoints.",2022-04-06 23:38:37,4
Irshaan,"Decided to finally dive into this after reading excerpts from it 3 years ago for a graphic design class and an urban anthropology class.Calvino’s meditations on time, meaning, language, and experience were profound, yet familiar as they bear a delicate, yet prominent, flavor of semiotics. Unsurprising considering the times in which he lived, love a good collapse of meaning at the turn of the century. His emphasis on imagination was something I found to be absolutely lovely.Overall a wonderful book that I look forward to reading again in the future when I’ve traveled more so I too can truly experience the imaginative construction of cities, experience the unknown made familiar.",2022-05-08 10:12:42,4
Yesmin!,"I really tried. I can see why this book is considered a masterpiece of sorts, but it is just not up my alley. This book relies HEAVILY on imagination. This book is about Marco Polo who recites all the cities he has been to Kublai Khan, using powerful imagery and metaphors like no other. I’m not going to lie, I had trouble reading this book. It was kind of confusing, but I think I’m not the proper audience for it, as I struggled with this book’s stylization. If large uses of metaphorical language is your cup of tea then this book is perfect for you. Invisible Cities had its moments, and it’s definitely for a niche audience, but unfortunately it was not for me.",2022-06-13 14:12:22,2
Felipe Vieira,"Esse é o tipo de livro que eu terei que reler para poder entrar mais a fundo. Não nego que tive dificuldade de entender algumas passagens. No entanto a leitura é bastante gratificante. Foi o primeiro livro escrito por Calvino que li.Eu gostei bastante das descrições de algumas cidades, mas eu adorei as conversas entre Marco Polo e Kublai Khan. Um detalhe interessante que eu já tinha lido antes mesmo de começar a leitura é que todas as cidades descritas possuem nomes de mulheres. Eu achei super engraçado quando encontrei o nome da minha avó intitulando o nome de uma delas, a Eudóxia. rsÉ meio lúdico. Preciso ler mais vezes.Super recomendo.",2022-07-28 01:55:51,4
jm,"A good ten years after my first attempt at Calvino I felt myself ready for a second try. I did not have much use for his descriptions of cities (they felt like the graphical interludes between two Monty Python sketches), at best some of the scenes between Marco Polo and the Khan were quite interesting. Thinking I may have missed something, I checked out the Wikipedia article, where Calvino is quoted as saying ""this book was made as a polyhedron, and it has conclusions everywhere, written along all of its edges"", which led me to conclude that I hadn't missed anything and this is indeed wanker literature.",2022-10-09 19:41:41,2
Jyri,"Aika kummallinen kirja, jossa Marco Polo kuvailee kohtaamiaan kaupunkeja Kublai Kaanille, mutta sitten kuitenkaan ei. Kaupunkeja ei ole olemassa, eivätkä kuvaukset ole mitään sellaista, mitä Marco Polon aikana kukaan olisi voinut esittää.Kuvailut ovat runollisia, surrealistisia, välillä rujoja, toisinaan kauniita. Kaikessa sekopäisyydessään teksti herätti tuntemuksia, joten ehkä tarkoitus ei ollutkaan tulla ymmärretyksi älyllisellä tasolla, vaan puhtaasti tuntea jotain.Mutta eipä tästä paljon mitään jäänyt käteen. En osaisi kysyttäessä selittää, mistä kirjassa oli kyse, enkä tiedä ketään, jolle tätä kehtaisin suositella.",2022-10-16 01:44:00,2
Cristiana,"Città gemelle, città gioiello, città celeste, città infernale, città presunte, città triste, città nuove ripulite da spazzaturai che cancellano, ogni giorno, le vite di ieri. Città perfette. Tante città possibili o reali? Città vissute o solo sognate da Marco Polo? O solo desiderate dall'imperatore Kublai Kan?Non credo esista una sola risposta perché ""chi comanda al racconto non è la voce: è l'orecchio"". Quello che penso oggi potrebbe essere diverso dal mio pensiero tra dieci anni rileggendo questo libro.Non leggere ""Le città invisibili"" se pensi di trovarci una storia, probabilmente non ricorderai cosa hai letto, ma ricorderai sicuramente la sensazione che hai provato leggendolo.",2022-11-06 02:10:23,0
Michele Marasca,"Ci sarebbe molto da dire su questo libro ma il tutto si riassume in un ""non mi ha preso"". Molti lati positivi, certo: acuto, onirico, penetrante e con uno stile letterario sontuoso. È Calvino, certo. Ma...Ma compare il troppo di fronte a molti aggettivi: troppo astratto, troppo cervellotico, troppo asettico. Non c'è un personaggio a cui affezionarsi veramente. Non c'è azione nel senso letterale del termine. Non c'è sentimento in quello che sembra più un esercizio teorico che altro. Interessantissimo ma non è un ""Barone rampante"" o un ""Visconte dimezzato"" e nemmeno un ""Marcovaldo"". Forse non era proprio il romanzo che cercavo in questo momento...",2022-12-11 06:24:43,3
tara ,"i really enjoyed this, but i want to reread it in physical format. definitely a book that would benefit from flipping around and jotting things down. “The inferno of the living is not something that will be; if there is one, it is what is already here, the inferno where we live every day, that we form by being together. There are two ways to escape suffering it. The first is easy for many: accept the inferno and become such a part of it that you can no longer see it. The second is risky and demands constant vigilance and apprehension: seek and learn to recognize who and what, in the midst of inferno, are not inferno, then make them endure, give them space.” :-)",2023-02-12 22:02:31,4
asih simanis,"With this book, calvino has left me crave for more. I loved the lyrical beauty he used to present a scene that sometimes sound so familiar but on the other times sounds completely absurd. His style is borderline poetry, and some powerful poetry at that. I imagine pages of this book read out in a poetry slam competition and whoever uses it would surely win, its amazing. Many of the chapters (if you can call them that) inside this book are complete masterpieces. a feast not just for the heart but also for the mind.",2016-11-20 05:53:35,4
Bonny Wong,"It took me way too long to read this book that at some times could be frustrating but at other, wonderful. I suppose much of the mood depends on the set and the setting of the reader. And also the effort you are willing to put into imagining and digesting the imaginative cities that are being described to Kublai Khan, which in this case is you. I knew the book would be composed of 55 prose poems, yet I was not prepared for how much time reading and ""understanding"" some of them would take. However, I take the blame myself for being a bit slow-minded ... The book is very dreamlike and certainly very abstract at times. And I feel that there is a hint of a lust for something that does not exists, which both Polo and the Khan are longing and looking for. I will certainly revisit this book one day, with a clearer mind and read perhaps from a different perspective.",2017-03-21 06:10:40,4
Rachel Ruddick,"Going to give this five stars because I'm anticipating coming back to this book again and again, for a long time. I definitely haven't uncovered everything on first read. In that sense this is more like a book of poetry than a novel, each interconnected page a prose poem. For such a short work it easily belongs alongside epics and great fantasy worlds that invite you to live in them for weeks on end. I will be difficult to write more on this book to do it justice so I'll keep it short. Invisible cities is a little puzzle box. It's reward is in its careful, expert dismantling.",2017-05-17 18:51:14,5
Natalie,"interesting read. not really my style, but Calvino's writing is absolutely beautiful. there were a few lines that I really admired: ""the traveller's past changes according to the route he has followed: not the immediate past"" (28)""everything imaginable can be dreamed, but even the most unexpected dream is a rebus that conceals a desire or, its reverse, a fear"" (44)""it is not the voice that commands the story: it is the ear"" (135)definitely worth a read simply because of Calvino's writing style. !",2017-06-06 00:16:31,3
Rhubarb,"In a potential first, I have finished reading a book the entire way through and have zero clue what on earth it was about. The intended audience is obviously those with a great deal more skill in interpreting allegory than I, as outside of the interactions between Marco and Kublai, which were in their own way total gobbledegook to me, I couldn't make head nor tail of the deep meaning the author was evidently trying to impart with the descriptions of each city.Leaving this as a 3 star for now - in the meantime I might try and find a cliff notes type analysis and then give it a second chance.",2017-06-06 04:47:28,3
Nathan Griffin,"Was kind of unsure about this one after reading the synopsis, but it was short and was on an episode of a book podcast I never get around to actually listening to.Quickly became one of my favorite books. There's no plot. The structure is strange. It's one of these things with lots of ambiguity and endless ""Wait, what is he actually trying to say here"" moments.Cities are generally fascinating to me and I’ve read a handful of nonfiction books about them, but none of them have exemplified how cities play a part in our personal narratives, our relationship to the physical space of a city, and our relationship to each other better than this book.",2017-11-02 09:33:35,5
Thắng,"Well, I'm lost in my words, and at the same time lost of words.One of my friends, the one I believe to be the most intelligent among mine, recommended it to me. I can understand now why she loved it so much. This is a good book for a person like her.One thing about this book I can say: I somewhat understand the messages of the author, hidden behind each and every line, but I fail to say. Nevertheless, I can not see or feel the same way about my city, or any city again, regard this book I have read.",2017-12-08 00:44:54,4
Thomas Barrett,"Wow this book was good. The genius for me is that the city that Polo is describing reminds the reader of a city that is personal to them...in my case, it was Ho Chi Minh City but New York, Venice or London or Hong Kong would be just as relevant. I was reading to learn more about a city which Polo/the Author had never visited. Very clever and will definitely read this again - which I never normally feel after finishing a book.“You take delight not in a city's seven or seventy wonders, but in the answer it gives to a question of yours.”",2017-12-11 18:14:09,5
Long Nguyen,"Đáng lý mình phải để năm sao nhưng, mình đã tự kìm giữ bản thân lại chỉ đánh giá tác phẩm này bốn sao. Một sao cuối cùng để dành cho sự tự nghẫm và việc đọc lại tác phẩm. Lần đọc này chỉ như cưỡi ngựa xem hoa, chưa thực sự kỹ càng. Mình quy tác phẩm về việc giải nghĩa lý thuyết hậu hiện đại với globalism và multiculturalism chưa kể những suy tư về ngôn ngữ và mối quan hệ. Những kết luận sơ khai như thế chỉ chạm đến bề mặt của tác phẩm, mình cần thời gian để tác phẩm thẩm thấu ngược lại và để thốt ra một lời xứng đáng với giá trị của những con chứ mình đã đọc.",2018-01-29 16:33:58,4
Nicole,"""There is no language without deceit."" I really enjoyed this book, though it took me longer than usual to finish. There is a lyrical beauty to it that I feel quite drawn to, though at times it became a lot to handle in one sitting. A few real gems of imagination that fulfil that little girl wonder I had when reading Blyton's ""The Faraway Tree""- I suppose this book also creates a conversation about storytelling and the act of doing so - very Winterson-esque (""I am telling you the truth""). Would recommend reading in bite-sized pieces.",2018-05-21 08:04:09,5
Larry Bernal,"Es una obra maestra. Hay capítulos, como el de ""Las Ciudades y los muertos"" que son magistrales, sin desperdicios. La verdad es que en estos días de lectura hice un viaje como pocas veces. No quiero explayar mi crítica para no spoilear, porque sinceramente cada capítulo del libro no tiene desperdicio. La ""atemporalidad"" de los relatos de Marco Polo en esta novela, crea un clima de desconcierto cómplice que es de fábula. Eso, condimentados con rafagas poéticas y filosóficas, hace que sea un libro admirable.",2018-05-30 10:37:07,5
Antoaneta Irikova,"“The inferno of the living is not something that will be; if there is one, it is what is already here, the inferno where we live every day, that we form by being together. There are two ways to escape suffering it. The first is easy for many: accept the inferno and become such a part of it that you can no longer see it. The second is risky and demands constant vigilance and apprehension: seek and learn to recognize who and what, in the midst of inferno, are not inferno, then make them endure, give them space.”",2018-06-12 15:48:47,5
Reem,"وصف المدن ذكرني بشدة بقصيدة إيثاكا لقسطنطين كفافيس، ويمكن الربط الي ربطته بين الاثنين من حيث الشعور والأحاسيس الي داعبتني وأنا اقرأ كانت من الأسباب الي خلتني اكون مسحورة ب مدن لامرئية. أعيش بمدينة صاخبة، الذي يتواجد فيها تخنقه المظاهر والكبت ، لم أعش في مكان آخر في حياتي. معتادة على الأنُاس الغرباء ولافتات الإعلانات الي تغرق الشوارع بشكل مزعج، معتادة على غربة النفس وإستراق السمع على أحاديث الغرباء. خُيلت لي مدينتي توصف من قبل كالفينو، خُيل لي وصف المدينة بالصور المطبوعة التي لاتزول الا بزوال حبرها لتصبح على حقيقتها، مدعومة بالمرئيات فقط لاغير،بلا حِس أو جوهر آخر.",2018-06-27 11:34:29,4
Narma,"The book truly deserves 5 stars as it's an impeccable piece of literature. The story illuminates on human perception nuanced accounts of Kublai Khan and Maco Polo's experiences. Towards the end we realize, Polo was alluding to Venice all along as he rants about his wanderlust in different cities.However, this was a difficult read for me. It was more like a poem. I established a 50 pages/day reading goal, but I was so bored of the book, I got sidetracked, and it took me over a week to finish it. Hence, the -1 star, which I feel guilty about.",2018-08-30 11:16:43,4
Allyson,"I have to say that I am very partial to this particular work by Calvino. It has a lot to do with the idea of the imaginary city, which is what ""Venice"" becomes in the tales of Marco Polo. However, it also has much to do with the imagistic quality of the writing, that is sometimes rather like Escher in its depiction of the cities. The cities become places both Utopic and Heterotopic at the same time, and many of them are rendered feminine. I go back to this book a lot when I want to dream of the city in prismatic colours.",2018-12-07 16:00:34,5
Nicole-Anne Keyton (Hint of Library),"""'Memory's images, once they are fixed in words, are erased,' Polo said. 'Perhaps I am afraid of losing Venice all at once, if I speak of it. Or perhaps, speaking of other cities, I have already lost it, little by little.'""Calvino has managed to vocalize my exact sentiments on recalling cities and travels with affected nostalgia. This is also the first translated work of fiction I've read that has also taken great care with the poetics of each vignette. Definitely a book I'd recommend to the pensive traveller or the pastoral ponderer.",2018-12-24 01:47:30,5
Tom,"In a take on 1001 Arabian Nights, Marco Polo regales Kublai Khan with descriptions of the cities within the Khan's ever expanding realms. At one point, the pair are depicted in hammocks with their pipes lazily continuing this discourse. To me, this seems the perfect way in which to enjoy this heady brew of philosophy: sipping it slowly, contemplating and savoring it, discovering new facets with each quaff, much like the cities detailed in the novel. As such, I believe it bears periodic revisiting to delve into its riches, which I would like to make.",2019-01-11 21:42:54,5
Paul Frandano,"Snatch the pebble from my hand, Grasshopper.What a strange, strangely beautiful short book - more a volume of interconnected prose poems than, say, a novel or a book of stories, although stories these 55 pieces, and their italicized connective tissue, are - Italo Calvino wrote some 45 years ago. A book of urban fantasy and horror, justice and injustice, of logical riddles, existential conjectures, of trees falling in silent forests, contradictions and clarifications...translated into beautiful English by William Weaver (who's he?).",2019-01-16 01:39:56,5
Timothy King,"No plot, no characters besides two historical figures with no depth whatsoever. Not really even a book. Just a lot of descriptions trying to be deep. Pretension maxed out to nth degree. Trying so hard to do...something, although I'm not sure what, but the author sure thinks it's special, whatever it is. Yes I understand a lot of these descriptions are metaphors, and that the structure is supposed to look like buildings or something. But why? Who cares? Not me. Would rather read actual travel books instead of this self-important gasbag of a ""novel.""",2019-02-02 02:51:04,1
Camille S,"Appreciated the format as much as Calvino’s thought provoking city snapshots covering architecture, human interaction, and environment.Favorite moments include the Great Khan and Marco Polo’s intermittent dialogue. Emperor and traveler share insights into conquest, discovery, and the ever-chasing emptiness.Ironically, it left me hopeful to contribute something that is good by avoiding what Polo calls “the inferno where we live every day, that we form by being together” and moving towards “[seeking] and [learning] to recognize who and what...are not inferno, and [making] them endure.”",2019-02-19 06:46:04,5
Taylor Yardley,"I believe myself to be a fairly intelligent reader. I like to challenge myself and work through a book, picking it apart and coming away with some sort of new perspective or brain cell to show for my work. Having read through the reviews of this novel, I really felt I'd come away from it feeling awed. While the prose was beautiful, and Calvino's descriptions of cities fascinating, I just didn't take much away from this in the end. I just finished If On a Winter's Night a Traveler, and found that novel to be much more engaging than this one. Maybe I'm just not as smart as I'd like to think.",2019-02-25 22:05:37,2
ხატია ნებულიშვილი,"ეს წიგნი განწყობების, ნეტარების და სევდის კონტრაბანდას ეწევა. :) სევდანი და ნეტარებანი საღამოს სიგრილეში სახლის ზღურბლზე ჩამომჯდარი კაცისა. ჩემი ქალაქებია ზობეიდა და ევტროპია &lt;3 ""მარკო პოლოს მონახულებულ ქალაქებს ერთუ სიკეთე ჰქონდა: შეიძლებოდა, იქ ფიქრებით გეხეტიალა, გზა აგბნეოდა, ჩრდილში სული მოგეთქვა ან უკანმოუხედავად მოგეკურცხლა.""""-ნებისმიერ ქალაქში შვიდი ან სამოცდაჩვიდმეტი საოცრებით კი არ დატკბები, არამედ პასუხით, რომელსაც შენს კითხვაზე გაგცემს.- ან კითხვით, რომელსაც გისვამს და გაიძულებს, პასუხი გასცე, თებეს სფინქსივით."" &lt;3",2019-03-13 00:30:11,4
Michael Grace,"This book is written in a diagram format within several modes of the human condition under the guise of a conversation between Kublai Kahn and Marco Polo. Polo describes 55 cities, each with a woman's name, in a manner that is less about factual information and more about varying degrees of experience. It is more art than novel and in my opinion has its faults in tonal repetition. I understand what Calvino has done, and it is something of beauty, but in the end it is, to me, an enchanting yet ultimately forgettable work.",2019-03-13 22:06:29,3
Steven Scribner,"A slim little volume but an outsized triumph of imagination. A beautifully written meditation on place and on memory. We slowly realize that some or all of these cities (as portrayed by Marco Polo to Kublai Khan) may be fabrications; but perhaps that is the point. In a work of fiction, what role do complete fictions play?  A friend of mine is writing a long set of pieces for string quartet, each one based on one of the cities portrayed in this book.--Steven E. Scribner, author of the ""Tond"" series (fantasy) https://www.goodreads.com/book/show/2...",2019-03-27 03:30:26,4
Tara,"This is another one of those beautiful books that reads like song.I piece together one city, a different city, the same city from the other side of space, or of time. Is it just the memory or the will of a city. Is it a trick of the light.I am leaning forward, listening more intently than Khan. I don't have his frustration, but I do have his want. Where is it? Tell me, keep telling me.Calvino has dazzled me once more.Bit of a dud choice for a book club discussion though.. That's the last time I rely on the Art Museum for advice.",2019-03-27 17:12:23,4
Brittany,"As beautiful as the prose was, the idea behind this book was inaccessible. It attempts to be philosophical in discussing these ""imagined cities"" but each thought runs into the next, and the desire to dialogue with the far-fetched muddies the readers understanding of the true meaning behind the book. It is cynical in its view of humanity and leads one to feeling the weightiness of materialistic tendencies of mankind. Wouldn't reccomend. Enjoyed the first 30 pages but after that, was anxious to be done with book.",2019-03-30 21:43:45,2
Matthew Talamini,"I mean, obviously this is magnificent. How can I review Italo Calvino?In Plato's Republic, there's a ratio between cities and souls. My idea about this is that every city in here is somebody the author knows. I'll bet there are forty or so personal friends of Calvino's who each paused for a full five minutes on a certain page. Just wondering. Thinking, ""Is that... Is that me?""The mix of concrete description and abstraction is brilliant. How can I say more? Quick book, very important, read it yourself.",2019-04-11 08:50:38,5
Beatrix,"Mesmerizing. Once again, Italo Calvino demonstates that he can be new and fresh even three decades after his passing. In Invisible Cities, it is not the place that one might be looking for, but something from within, a sense of wonder that can explain why one is alive here and now.For each city, it is not just the description that marks it on the map, it is also, as the novel Marco Polo explains, the desires and thoughts of the one hearing about the city that makes the destination one to remember.Profound, but not in a pretencious way. Philosophical, without stating the obvious.",2019-09-02 22:21:46,5
Amanda,"O livro todo é uma aventura!Fiquei com a sensação de que não é o tipo de livro para ser lido “de uma sentada” ou para mero entretenimento.Acho q é um livro para ser estudado. Profundamente.E com certeza tem sido. O leitor mais desavisado ou menos comprometido com a leitura corre o risco de perder as inúmeras, incontáveis, difíceis referências que o livro trás: etimologia, simetria, matemática, e por aí vai. Tendo a me sentir bem pequena diante de uma obra dessas que, sem dúvidas, é única e constitui uma verdadeira obra de arte.",2019-10-13 09:45:31,3
Nick,Absolutely incredible. It's like a dreamscape covered with different atmospheres and moods and populated by ideas. I wish I knew where to find more books like it. It's simply one of the best books I've read all year and I've never come across anything else quite like it. I can't wait to read it again. 5/5 no question.The physical copy I have also adds so much to the atmosphere of the book. The excessive use of white space would not come through on an ebook copy and I'm not sure a lot of the mood of the book would be conveyed. It says a lot about the physical art of books as objects.,2019-11-15 19:41:30,5
Buse,"“Biz canlıların cehennemi gelecekte var olacak bir şey değil, eğer bir cehennem varsa burada, çoktan aramızda; her gün içinde yaşadığımız, birlikte, yan yana durarak yarattığımız cehennem. İki yolu var acı çekmemenin. Birincisi pek çok kişiye kolay gelir: Cehennemi kabullenmek ve onu görmeyecek kadar onunla bütünleşmek. İkinci yol riskli: sürekli bir dikkat ve eğitim istiyor; cehennemin ortasında cehennem olmayan kim ve ne var, onu aramak ve bulduğunda tanımayı bilmek, onu yaşatmak, ona fırsat vermek.”",2019-12-26 14:24:39,0
Luke,"Some lovely passages, eventually I lost patience with it. Perhaps it was a mistake on my part to approach it like a novel when it's really more a kind of long prose poem. Still, some of the dialogues between Kublai Khan and Marco Polo and some of the city descriptions are beautiful and evocative.The comparison to Borges's Ficciones is pretty obvious: lyrical modern allegories full of unusual ways of seeing and imagining. Ficciones is more varied and, for me, easier to read and dig into, whereas the micro-chapters of Invisible Cities get kind of exasperating after a while.",2020-02-18 20:23:56,3
niq hadfield,"incredible how the writing and stories become much more complex and beautiful in the last two chapters. obsessed with the structure of this book, literally any chapter from it could be taken out of context and analyzed by like a high school english class for a week--and i mean that as a compliment this time. luvd itoh, and the mariner books edition of this (not the pic used on goodreads right now at least) is probably my all-time favorite book in terms of cover, typography, and overall structure. it's gorgeous",2020-03-15 06:10:34,5
Andre,"Já muito tinha ouvido falar deste autor e desta obra, mas sempre fui adiando a leitura...e que mal que fiz, pois gostaria de ter conhecido mais cedo, este imaginário repleto de fantasia e reflexões sobre vários temas - consumismo, vida e morte, vaidade, desejo, entre outros.O que mais surpreende é a capacidade imaginativa e descritiva do autor, para ""construir"" uma cidade por página, com um detalhe incrível. Devido à forma como está escrito, tirando os interlúdios, é possível abrir numa página aleatória, e visitar uma exótica cidade, retirada da mente de Italo Calvino.",2020-04-21 19:54:01,5
beta,"""And Polo said: ‘The inferno of the living is not something that will be; if there is one, it is what is already here, the inferno where we live every day, that we form by being together. There are two ways to escape suffering it. The first is easy for many: accept the inferno and become such a part of it that you can no longer see it. The second is risky and demands constant vigilance and apprehension: seek and learn to recognize who and what, in the midst of the inferno, are not inferno, then make them endure, give them space.’”",2020-05-17 03:49:18,5
Lavinia,"《L’inferno dei viventi non è qualcosa che sarà; se ce n’è uno, è quello che è già qui, l’inferno che abitiamo tutti i giorni, che formiamo stando insieme. Due modi ci sono per non soffrirne. Il primo riesce facile a molti: accettare l’inferno e diventarne parte fino al punto di non vederlo più. Il secondo è rischioso ed esige attenzione e apprendimento continui: cercare e saper riconoscere chi e cosa, in mezzo all’inferno, non è inferno, e farlo durare, e dargli spazio.》Calvino caro, mi fai sempre sentire stupida, incapace e priva di talenti. 🤷🏻‍♀️",2020-06-26 05:26:29,5
Shridhar Sp,"""The inferno of the living is not something that will be; if there is one, it is what is already here, the inferno where we live every day, that we form by being together. There are two ways to escape suffering it. the first is easy for many: accept the inferno and become such a part of it that you can no longer see it. The second is risky and demands constant vigilance and apprehension: seek and learn to recognize who and what, in the midst of the inferno, are not inferno, then make them endure, give them space ""I don't think Italo Calvino is for my taste.",2020-07-05 23:27:06,3
Eric Xia,"This book was very evocative, crazily inventive at times, and has some very well thought out symmetry. That being said, several of the cities are really kind of boring: I can see what is supposed to be interesting about them, but it doesn't quite work out-- maybe lost in translation.At any rate, the book as a whole is able to blend modern and ancient references extremely well -- there's a deep inquiry about WHAT a concept, a graveyard, a port city really is, irrespective of the temporal aspects of it. The Mongol Khanate is eternal!",2020-07-25 01:31:48,4
Lyazzat,"The book which will take your mind away and through Marco Polo's description you will travel to those invisible cities.The thought for later:Marco Polo describes a bridge, stone by stone.""But which is the stone that supports the bridge""? Kublai Khan asks.""The bridge is not supported by one stone or another,"" Marco answers, ""but by the line of the arch that they form."" Kublai Khan remains silent, reflecting. Then he adds: ""Why do you speak to me of the stones? It is only the arch that matters to me.""Polo answers:""Without stones there is no arch.""",2020-08-02 20:56:26,5
Kee Onn,"A unique novel about the idyllic banters between the Italian traveler Marco Polo and the Eastern conqueror Kublai Khan. Or could it be two beggars, having the same name but nothing else, daydreaming while sifting through a rubbish dump? In their conversations, Marco Polo describes the numerous cities he visited, all with a unique feature no other cities have, and hidden in it is some sort of lesson that is to be learnt by the most scrupulous reader. Which most of them flew over my head. This is a book best taken in slowly, and read with an open mind.",2020-08-16 14:08:11,3
L Patrick,"""The inferno of the living is not something that will be; if there is one, it is what is already here, the inferno where we live every day, that we form by being together. There are two ways to escape suffering it. The first is easy for many: accept the inferno and become such a part of it that you can no longer see it. The second is risky and demands constant vigilance and apprehension: seek and learn to recognize who and what, in the midst of the inferno, are not inferno, then make them endure, give them space.""",2020-09-14 08:35:43,4
